,Unnamed: 0,sentence,language,set,gold_amr,parsed_amr,smatch
5148,5148,Коли Парагвай проголосив свою незалежність?,uk,test,"# ::snt Коли Парагвай проголосив свою незалежність?
(p / proclaim-01
      :ARG0 (c / country :name (n / name :op1 ""Paraguay""))
      :ARG1 (d / depend-01 :polarity -
            :ARG0 c)
      :time (a / amr-unknown))","# ::snt Коли Парагвай проголосив свою незалежність?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.991423
(z0 / amr-choice
    :op1 (z1 / amr-unintelligible
             :value ""Парагвай"")
    :op2 (z2 / amr-unintelligible
             :value ""свою""))",0.1
5149,5149,Калі была абвешчана незалежнасць Парагвая?,be,test,"# ::snt Калі была абвешчана незалежнасць Парагвая?
(p / proclaim-01
      :ARG0 (c / country :name (n / name :op1 ""Paraguay""))
      :ARG1 (d / depend-01 :polarity -
            :ARG0 c)
      :time (a / amr-unknown))","# ::snt Калі была абвешчана незалежнасць Парагвая?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.991446
(z0 / amr-unintelligible
    :value ""Калі""
    :polarity (z1 / amr-unknown))",0.22
5150,5150,How short is the shortest active NBA player?,en,test,"# ::snt How short is the shortest active NBA player?
(s2 / short-07
      :ARG1 (p / person
            :ARG1-of (h2 / have-degree-01
                  :ARG2 (s / short-07
                        :ARG1 p)
                  :ARG3 (m / most)
                  :ARG5 (p2 / person
                        :ARG0-of (h / have-org-role-91
                              :ARG1 (l / league :name (n / name :op1 ""NBA""))
                              :ARG2 (p3 / person
                                    :ARG0-of (p4 / play-01)))
                        :ARG0-of (a / activity-06))))
      :quant (a2 / amr-unknown))","# ::snt How short is the shortest active NBA player?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.991470
(z0 / short-07
    :ARG1 (z1 / person
              :ARG0-of (z2 / play-01)
              :part-of (z3 / league
                           :wiki ""National_Basketball_Association""
                           :name (z4 / name
                                     :op1 ""NBA""))
              :ARG0-of (z5 / activity-06))
    :ARG2 (z6 / amr-unknown)
    :ARG2-of (z7 / have-degree-91
                 :ARG1 z1
                 :ARG3 (z8 / most)))",0.57
5151,5151,"Wie klein ist der kleinste, aktive NBA-Spieler?",de,test,"# ::snt Wie klein ist der kleinste, aktive NBA-Spieler?
(s2 / short-07
      :ARG1 (p / person
            :ARG1-of (h2 / have-degree-01
                  :ARG2 (s / short-07
                        :ARG1 p)
                  :ARG3 (m / most)
                  :ARG5 (p2 / person
                        :ARG0-of (h / have-org-role-91
                              :ARG1 (l / league :name (n / name :op1 ""NBA""))
                              :ARG2 (p3 / person
                                    :ARG0-of (p4 / play-01)))
                        :ARG0-of (a / activity-06))))
      :quant (a2 / amr-unknown))","# ::snt Wie klein ist der kleinste, aktive NBA-Spieler?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.991494
(z0 / person
    :polarity (z1 / amr-unknown)
    :mod (z2 / league
             :wiki ""National_Basketball_Association""
             :name (z3 / name
                       :op1 ""NBA""))
    :domain (z4 / person
                :wiki ""Andrew_Klein""
                :name (z5 / name
                          :op1 ""Klein""))
    :mod (z6 / kleinste)
    :ARG1-of (z7 / actual-02))",0.33
5152,5152,Каков рост самого маленького действующего игрока NBA?,ru,test,"# ::snt Каков рост самого маленького действующего игрока NBA?
(s2 / short-07
      :ARG1 (p / person
            :ARG1-of (h2 / have-degree-01
                  :ARG2 (s / short-07
                        :ARG1 p)
                  :ARG3 (m / most)
                  :ARG5 (p2 / person
                        :ARG0-of (h / have-org-role-91
                              :ARG1 (l / league :name (n / name :op1 ""NBA""))
                              :ARG2 (p3 / person
                                    :ARG0-of (p4 / play-01)))
                        :ARG0-of (a / activity-06))))
      :quant (a2 / amr-unknown))","# ::snt Каков рост самого маленького действующего игрока NBA?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.991517
(z0 / have-mod-91
    :ARG1 (z1 / league
              :wiki ""National_Basketball_Association""
              :name (z2 / name
                        :op1 ""NBA""))
    :ARG2 (z3 / amr-unknown))",0.32
5153,5153,Какой наименьший рост у активного игрока в NBA?,ru,test,"# ::snt Какой наименьший рост у активного игрока в NBA?
(s2 / short-07
      :ARG1 (p / person
            :ARG1-of (h2 / have-degree-01
                  :ARG2 (s / short-07
                        :ARG1 p)
                  :ARG3 (m / most)
                  :ARG5 (p2 / person
                        :ARG0-of (h / have-org-role-91
                              :ARG1 (l / league :name (n / name :op1 ""NBA""))
                              :ARG2 (p3 / person
                                    :ARG0-of (p4 / play-01)))
                        :ARG0-of (a / activity-06))))
      :quant (a2 / amr-unknown))","# ::snt Какой наименьший рост у активного игрока в NBA?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.991541
(z0 / have-mod-91
    :ARG2 (z1 / league
              :wiki ""National_Basketball_Association""
              :name (z2 / name
                        :op1 ""NBA""))
    :polarity (z3 / amr-unknown))",0.32
5154,5154,Самый низкий рост действующего игрока NBA?,ru,test,"# ::snt Самый низкий рост действующего игрока NBA?
(s2 / short-07
      :ARG1 (p / person
            :ARG1-of (h2 / have-degree-01
                  :ARG2 (s / short-07
                        :ARG1 p)
                  :ARG3 (m / most)
                  :ARG5 (p2 / person
                        :ARG0-of (h / have-org-role-91
                              :ARG1 (l / league :name (n / name :op1 ""NBA""))
                              :ARG2 (p3 / person
                                    :ARG0-of (p4 / play-01)))
                        :ARG0-of (a / activity-06))))
      :quant (a2 / amr-unknown))","# ::snt Самый низкий рост действующего игрока NBA?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.991567
(z0 / league
    :wiki ""National_Basketball_Association""
    :name (z1 / name
              :op1 ""NBA"")
    :polarity (z2 / amr-unknown))",0.28
5155,5155,Який найменший зріст у активного гравця в NBA?,uk,test,"# ::snt Який найменший зріст у активного гравця в NBA?
(s2 / short-07
      :ARG1 (p / person
            :ARG1-of (h2 / have-degree-01
                  :ARG2 (s / short-07
                        :ARG1 p)
                  :ARG3 (m / most)
                  :ARG5 (p2 / person
                        :ARG0-of (h / have-org-role-91
                              :ARG1 (l / league :name (n / name :op1 ""NBA""))
                              :ARG2 (p3 / person
                                    :ARG0-of (p4 / play-01)))
                        :ARG0-of (a / activity-06))))
      :quant (a2 / amr-unknown))","# ::snt Який найменший зріст у активного гравця в NBA?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.991591
(z0 / publication
    :wiki ""National_Basketball_Association""
    :name (z1 / name
              :op1 ""NBA"")
    :polarity (z2 / amr-unknown))",0.22
5156,5156,Який зріст найнижчого активного гравця НБА?,uk,test,"# ::snt Який зріст найнижчого активного гравця НБА?
(s2 / short-07
      :ARG1 (p / person
            :ARG1-of (h2 / have-degree-01
                  :ARG2 (s / short-07
                        :ARG1 p)
                  :ARG3 (m / most)
                  :ARG5 (p2 / person
                        :ARG0-of (h / have-org-role-91
                              :ARG1 (l / league :name (n / name :op1 ""NBA""))
                              :ARG2 (p3 / person
                                    :ARG0-of (p4 / play-01)))
                        :ARG0-of (a / activity-06))))
      :quant (a2 / amr-unknown))","# ::snt Який зріст найнижчого активного гравця НБА?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.991621
(z0 / string-entity
    :value ""Який""
    :polarity (z1 / amr-unknown))",0.12
5157,5157,Kokio ūgio yra mažiausias aktyvus NBA žaidėjas?,lt,test,"# ::snt Kokio ūgio yra mažiausias aktyvus NBA žaidėjas?
(s2 / short-07
      :ARG1 (p / person
            :ARG1-of (h2 / have-degree-01
                  :ARG2 (s / short-07
                        :ARG1 p)
                  :ARG3 (m / most)
                  :ARG5 (p2 / person
                        :ARG0-of (h / have-org-role-91
                              :ARG1 (l / league :name (n / name :op1 ""NBA""))
                              :ARG2 (p3 / person
                                    :ARG0-of (p4 / play-01)))
                        :ARG0-of (a / activity-06))))
      :quant (a2 / amr-unknown))","# ::snt Kokio ūgio yra mažiausias aktyvus NBA žaidėjas?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.991644
(z0 / and
    :op1 (z1 / plant
             :wiki ""Kokio""
             :name (z2 / name
                       :op1 ""Kokio""))
    :op2 (z3 / plant
             :wiki ""Mašiausias""
             :name (z4 / name
                       :op1 ""Mažiausias""))
    :op3 (z5 / plant
             :wiki -
             :name (z6 / name
                       :op1 ""NBA""
                       :op2 ""žaidėjas""))
    :polarity (z7 / amr-unknown))",0.2
5158,5158,Які рост самага маленькага дзеючага гульца NBA?,be,test,"# ::snt Які рост самага маленькага дзеючага гульца NBA?
(s2 / short-07
      :ARG1 (p / person
            :ARG1-of (h2 / have-degree-01
                  :ARG2 (s / short-07
                        :ARG1 p)
                  :ARG3 (m / most)
                  :ARG5 (p2 / person
                        :ARG0-of (h / have-org-role-91
                              :ARG1 (l / league :name (n / name :op1 ""NBA""))
                              :ARG2 (p3 / person
                                    :ARG0-of (p4 / play-01)))
                        :ARG0-of (a / activity-06))))
      :quant (a2 / amr-unknown))","# ::snt Які рост самага маленькага дзеючага гульца NBA?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.991668
(z0 / publication
    :wiki ""National_Basketball_Association""
    :name (z1 / name
              :op1 ""NBA"")
    :polarity (z2 / amr-unknown))",0.22
5159,5159,Where did Abraham Lincoln die?,en,test,"# ::snt Where did Abraham Lincoln die?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Where did Abraham Lincoln die?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.991692
(z0 / die-01
    :ARG1 (z1 / person
              :wiki ""Abraham_Lincoln""
              :name (z2 / name
                        :op1 ""Abraham""
                        :op2 ""Lincoln""))
    :location (z3 / amr-unknown))",0.95
5160,5160,Авраам Линкольн ҡайҙа вафат булды?,ba,test,"# ::snt Авраам Линкольн ҡайҙа вафат булды?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Авраам Линкольн ҡайҙа вафат булды?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.991716
(z0 / amr-unintelligible
    :value ""Линкольн"")",0.15
5161,5161,Авраам Линкольн ҡайҙа үлгән?,ba,test,"# ::snt Авраам Линкольн ҡайҙа үлгән?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Авраам Линкольн ҡайҙа үлгән?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.991739
(z0 / amr-unintelligible
    :value ""Линкольн"")",0.15
5162,5162,Où est décédé Abraham Lincoln ?,fr,test,"# ::snt Où est décédé Abraham Lincoln ?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Où est décédé Abraham Lincoln ?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.991762
(z0 / estécédé-00
    :ARG1 (z1 / person
              :wiki ""Abraham_Lincoln""
              :name (z2 / name
                        :op1 ""Abraham""
                        :op2 ""Lincoln""))
    :polarity (z3 / amr-unknown))",0.76
5163,5163,Wo starb Abraham Lincoln?,de,test,"# ::snt Wo starb Abraham Lincoln?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Wo starb Abraham Lincoln?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.991785
(z0 / star-01
    :ARG1 (z1 / person
              :wiki ""Abraham_Lincoln""
              :name (z2 / name
                        :op1 ""Abraham""
                        :op2 ""Lincoln""))
    :polarity (z3 / amr-unknown))",0.76
5164,5164,Где умер Авраам Линкольн?,ru,test,"# ::snt Где умер Авраам Линкольн?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Где умер Авраам Линкольн?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.991812
(z0 / Где
    :polarity (z1 / amr-unknown))",0.29
5165,5165,Когда умер Абрахам Линкольн?,ru,test,"# ::snt Когда умер Абрахам Линкольн?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Когда умер Абрахам Линкольн?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.991835
(z0 / amr-unintelligible
    :value ""Когда_умер"")",0.15
5166,5166,Де помер Авраам Лінкольн?,uk,test,"# ::snt Де помер Авраам Лінкольн?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Де помер Авраам Лінкольн?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.991859
(z0 / amr-unintelligible
    :value ""помер""
    :op2 ""Авраам"")",0.14
5167,5167,Kur mirė Abraomas Linkolnas?,lt,test,"# ::snt Kur mirė Abraomas Linkolnas?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Kur mirė Abraomas Linkolnas?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.991886
(z0 / person
    :wiki -
    :name (z1 / name
              :op1 ""Kur""
              :op2 ""mirė""
              :op3 ""Abraomas""
              :op4 ""Linkolnas"")
    :polarity (z2 / amr-unknown))",0.38
5168,5168,Kur mire Abraomas Linkolnas,lt,test,"# ::snt Kur mire Abraomas Linkolnas
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Kur mire Abraomas Linkolnas
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.991909
(z0 / person
    :wiki -
    :name (z1 / name
              :op1 ""Kur_mire""
              :op2 ""Abraomas""
              :op3 ""Linkolnas""))",0.33
5169,5169,Дзе памёр Абрагам Лінкальн?,be,test,"# ::snt Дзе памёр Абрагам Лінкальн?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Дзе памёр Абрагам Лінкальн?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.991934
(z0 / amr-unintelligible
    :value ""Дзе"")",0.15
5170,5170,Дзе памёр Абрагам Лінкальн? ,be,test,"# ::snt Дзе памёр Абрагам Лінкальн? 
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Abraham"" :op2 ""Lincoln""))
      :location (a / amr-unknown))","# ::snt Дзе памёр Абрагам Лінкальн?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.991958
(z0 / amr-unintelligible
    :value ""Дзе"")",0.15
5171,5171,When was Jack Wolfskin founded?,en,test,"# ::snt When was Jack Wolfskin founded?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""Jack"" :op2 ""Wolfskin""))
      :time (a / amr-unknown))","# ::snt When was Jack Wolfskin founded?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.991981
(z0 / found-01
    :ARG1 (z1 / company
              :wiki ""Jack_Wolfskin_(c3000 / company)""
              :name (z2 / name
                        :op1 ""Jack""
                        :op2 ""Wolfskin""))
    :time (z3 / amr-unknown))",0.95
5172,5172,Компания Jack Wolfskin ҡасан ижад ителгән?,ba,test,"# ::snt Компания Jack Wolfskin ҡасан ижад ителгән?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""Jack"" :op2 ""Wolfskin""))
      :time (a / amr-unknown))","# ::snt Компания Jack Wolfskin ҡасан ижад ителгән?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992004
(z0 / person
    :wiki -
    :name (z1 / name
              :op1 ""Jack""
              :op2 ""Wolfskin"")
    :polarity (z2 / amr-unknown))",0.53
5173,5173,Wann wurde Jack Wolfskin gegründet?,de,test,"# ::snt Wann wurde Jack Wolfskin gegründet?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""Jack"" :op2 ""Wolfskin""))
      :time (a / amr-unknown))","# ::snt Wann wurde Jack Wolfskin gegründet?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992028
(z0 / wurde-00
    :ARG1 (z1 / person
              :wiki ""Jack_Wolfskin""
              :name (z2 / name
                        :op1 ""Jack""
                        :op2 ""Wolfskin""))
    :polarity (z3 / amr-unknown))",0.67
5174,5174,Когда была создана компания Jack Wolfskin?,ru,test,"# ::snt Когда была создана компания Jack Wolfskin?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""Jack"" :op2 ""Wolfskin""))
      :time (a / amr-unknown))","# ::snt Когда была создана компания Jack Wolfskin?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992055
(z0 / person
    :wiki -
    :name (z1 / name
              :op1 ""Jack""
              :op2 ""Wolfskin"")
    :polarity (z2 / amr-unknown))",0.53
5175,5175,Когда была основана компания Jack Wolfskin?,ru,test,"# ::snt Когда была основана компания Jack Wolfskin?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""Jack"" :op2 ""Wolfskin""))
      :time (a / amr-unknown))","# ::snt Когда была основана компания Jack Wolfskin?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992079
(z0 / person
    :wiki -
    :name (z1 / name
              :op1 ""Jack""
              :op2 ""Wolfskin"")
    :polarity (z2 / amr-unknown))",0.53
5176,5176,Когда был основан Jack Wolfskin?,ru,test,"# ::snt Когда был основан Jack Wolfskin?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""Jack"" :op2 ""Wolfskin""))
      :time (a / amr-unknown))","# ::snt Когда был основан Jack Wolfskin?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992103
(z0 / person
    :wiki -
    :name (z1 / name
              :op1 ""Jack""
              :op2 ""Wolfskin"")
    :polarity (z2 / amr-unknown))",0.53
5177,5177,Коли була заснована компанія Jack Wolfskin?,uk,test,"# ::snt Коли була заснована компанія Jack Wolfskin?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""Jack"" :op2 ""Wolfskin""))
      :time (a / amr-unknown))","# ::snt Коли була заснована компанія Jack Wolfskin?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992127
(z0 / person
    :wiki -
    :name (z1 / name
              :op1 ""Jack""
              :op2 ""Wolfskin"")
    :polarity (z2 / amr-unknown))",0.53
5178,5178,Коли був заснований Jack Wolfskin?,uk,test,"# ::snt Коли був заснований Jack Wolfskin?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""Jack"" :op2 ""Wolfskin""))
      :time (a / amr-unknown))","# ::snt Коли був заснований Jack Wolfskin?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992151
(z0 / person
    :wiki -
    :name (z1 / name
              :op1 ""Jack""
              :op2 ""Wolfskin"")
    :polarity (z2 / amr-unknown))",0.53
5179,5179,Калі была створана кампанія Jack Wolfskin?,be,test,"# ::snt Калі была створана кампанія Jack Wolfskin?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""Jack"" :op2 ""Wolfskin""))
      :time (a / amr-unknown))","# ::snt Калі была створана кампанія Jack Wolfskin?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992175
(z0 / person
    :wiki -
    :name (z1 / name
              :op1 ""Jack""
              :op2 ""Wolfskin"")
    :polarity (z2 / amr-unknown))",0.53
5180,5180, Калі была створана кампанія Jack Wolfskin?,be,test,"# ::snt  Калі была створана кампанія Jack Wolfskin?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""Jack"" :op2 ""Wolfskin""))
      :time (a / amr-unknown))","# ::snt  Калі была створана кампанія Jack Wolfskin?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992199
(z0 / person
    :wiki -
    :name (z1 / name
              :op1 ""Jack""
              :op2 ""Wolfskin"")
    :polarity (z2 / amr-unknown))",0.53
5181,5181,In which city is the headquarter of Air China?,en,test,"# ::snt In which city is the headquarter of Air China?
(b / be-located-at-91
      :ARG1 (h / headquarters-yy
            :poss (c / company :name (n / name :op1 ""Air"" :op2 ""China"")))
      :ARG2 (c2 / city
            :mod (a / amr-unknown)))","# ::snt In which city is the headquarter of Air China?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992222
(z0 / be-located-at-91
    :ARG1 (z1 / headquarters
              :poss (z2 / company
                        :wiki ""Air_China""
                        :name (z3 / name
                                  :op1 ""Air""
                                  :op2 ""China"")))
    :ARG2 (z4 / city
              :mod (z5 / amr-unknown)))",0.9
5182,5182,In welcher Stadt hat Air China ihren Unternehmenssitz?,de,test,"# ::snt In welcher Stadt hat Air China ihren Unternehmenssitz?
(b / be-located-at-91
      :ARG1 (h / headquarters-yy
            :poss (c / company :name (n / name :op1 ""Air"" :op2 ""China"")))
      :ARG2 (c2 / city
            :mod (a / amr-unknown)))","# ::snt In welcher Stadt hat Air China ihren Unternehmenssitz?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992246
(z0 / ask-01
    :ARG1 (z1 / truth-value
              :polarity-of (z2 / have-03
                               :ARG0 (z3 / country
                                         :wiki ""China""
                                         :name (z4 / name
                                                   :op1 ""Air""
                                                   :op2 ""China""))
                               :ARG1 (z5 / unternehmenssitz)))
    :ARG2 (z6 / person
              :wiki ""Walter_Stadt""
              :name (z7 / name
                        :op1 ""Stadt"")))",0.4
5183,5183,В каком городе штаб-квартира Air China?,ru,test,"# ::snt В каком городе штаб-квартира Air China?
(b / be-located-at-91
      :ARG1 (h / headquarters-yy
            :poss (c / company :name (n / name :op1 ""Air"" :op2 ""China"")))
      :ARG2 (c2 / city
            :mod (a / amr-unknown)))","# ::snt В каком городе штаб-квартира Air China?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992270
(z0 / airline
    :wiki ""China_Airlines""
    :name (z1 / name
              :op1 ""Air""
              :op2 ""China"")
    :polarity (z2 / amr-unknown))",0.43
5184,5184,В каком городе находится штаб-квартира Авиации Китая?,ru,test,"# ::snt В каком городе находится штаб-квартира Авиации Китая?
(b / be-located-at-91
      :ARG1 (h / headquarters-yy
            :poss (c / company :name (n / name :op1 ""Air"" :op2 ""China"")))
      :ARG2 (c2 / city
            :mod (a / amr-unknown)))","# ::snt В каком городе находится штаб-квартира Авиации Китая?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992296
(z0 / каком)",0.12
5185,5185,В каком городе находится штаб-квартира Air China?,ru,test,"# ::snt В каком городе находится штаб-квартира Air China?
(b / be-located-at-91
      :ARG1 (h / headquarters-yy
            :poss (c / company :name (n / name :op1 ""Air"" :op2 ""China"")))
      :ARG2 (c2 / city
            :mod (a / amr-unknown)))","# ::snt В каком городе находится штаб-квартира Air China?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992319
(z0 / company
    :wiki ""China_Airlines""
    :name (z1 / name
              :op1 ""Air""
              :op2 ""China"")
    :polarity (z2 / amr-unknown))",0.52
5186,5186,В якому місці знаходиться штаб-квартира Air China?,uk,test,"# ::snt В якому місці знаходиться штаб-квартира Air China?
(b / be-located-at-91
      :ARG1 (h / headquarters-yy
            :poss (c / company :name (n / name :op1 ""Air"" :op2 ""China"")))
      :ARG2 (c2 / city
            :mod (a / amr-unknown)))","# ::snt В якому місці знаходиться штаб-квартира Air China?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992344
(z0 / company
    :wiki ""China_Airlines""
    :name (z1 / name
              :op1 ""Air""
              :op2 ""China"")
    :polarity (z2 / amr-unknown))",0.52
5187,5187,У якiм горадзе знаходзiцца штаб-кватэра Air China?,be,test,"# ::snt У якiм горадзе знаходзiцца штаб-кватэра Air China?
(b / be-located-at-91
      :ARG1 (h / headquarters-yy
            :poss (c / company :name (n / name :op1 ""Air"" :op2 ""China"")))
      :ARG2 (c2 / city
            :mod (a / amr-unknown)))","# ::snt У якiм горадзе знаходзiцца штаб-кватэра Air China?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992368
(z0 / hyperlink-91
    :ARG3 (z1 / country
              :wiki ""China""
              :name (z2 / name
                        :op1 ""China"")))",0.27
5188,5188,What is the founding year of the brewery that produces Pilsner Urquell?,en,test,"# ::snt What is the founding year of the brewery that produces Pilsner Urquell?
(b2 / be-temporally-at-91
      :ARG1 (f / found-01
            :ARG1 (b / brewery
                  :ARG0-of (p / produce-01
                        :ARG1 (p2 / product :name (n / name :op1 ""Pilsner"" :op2 ""Urquell"")))))
      :ARG2 (d / date-entity
            :year (a2 / amr-unknown)))","# ::snt What is the founding year of the brewery that produces Pilsner Urquell?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992392
(z0 / year
    :time-of (z1 / found-01
                 :ARG1 (z2 / brewery
                           :ARG0-of (z3 / produce-01
                                        :ARG1 (z4 / beer
                                                  :wiki ""Pilsner_Urquell""
                                                  :name (z5 / name
                                                            :op1 ""Pilsner""
                                                            :op2 ""Urquell"")))))
    :mod (z6 / amr-unknown))",0.69
5189,5189,"Wann wurde die Brauerei, die Pilner Urquell braut, gegründet?",de,test,"# ::snt Wann wurde die Brauerei, die Pilner Urquell braut, gegründet?
(b2 / be-temporally-at-91
      :ARG1 (f / found-01
            :ARG1 (b / brewery
                  :ARG0-of (p / produce-01
                        :ARG1 (p2 / product :name (n / name :op1 ""Pilsner"" :op2 ""Urquell"")))))
      :ARG2 (d / date-entity
            :year (a2 / amr-unknown)))","# ::snt Wann wurde die Brauerei, die Pilner Urquell braut, gegründet?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992415
(z0 / wurde-01
    :ARG1 (z1 / brauerei
              :ARG1-of (z2 / mean-01
                           :ARG2 (z3 / brauerei
                                     :ARG1-of (z4 / mean-01
                                                  :ARG2 (z5 / braut-01
                                                            :ARG0 (z6 / person
                                                                      :wiki -
                                                                      :name (z7 / name
                                                                                :op1 ""Pilner""
                                                                                :op2 ""Urquell""
                                                                                :op3 ""braut"")))))))
    :polarity (z8 / amr-unknown))",0.3
5190,5190,"Год основаная пивоварни, производящей Pilsner Urquell?",ru,test,"# ::snt Год основаная пивоварни, производящей Pilsner Urquell?
(b2 / be-temporally-at-91
      :ARG1 (f / found-01
            :ARG1 (b / brewery
                  :ARG0-of (p / produce-01
                        :ARG1 (p2 / product :name (n / name :op1 ""Pilsner"" :op2 ""Urquell"")))))
      :ARG2 (d / date-entity
            :year (a2 / amr-unknown)))","# ::snt Год основаная пивоварни, производящей Pilsner Urquell?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992439
(z0 / publication
    :wiki -
    :name (z1 / name
              :op1 ""Pilsner""
              :op2 ""Urquell"")
    :polarity (z2 / amr-unknown))",0.37
5191,5191,"Год основания завода, который производит Pilsner Urquell?",ru,test,"# ::snt Год основания завода, который производит Pilsner Urquell?
(b2 / be-temporally-at-91
      :ARG1 (f / found-01
            :ARG1 (b / brewery
                  :ARG0-of (p / produce-01
                        :ARG1 (p2 / product :name (n / name :op1 ""Pilsner"" :op2 ""Urquell"")))))
      :ARG2 (d / date-entity
            :year (a2 / amr-unknown)))","# ::snt Год основания завода, который производит Pilsner Urquell?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992464
(z0 / person
    :wiki -
    :name (z1 / name
              :op1 ""Pilsner""
              :op2 ""Urquell"")
    :polarity (z2 / amr-unknown))",0.37
