,sentence,language,set,gold_amr,parsed_amr,smatch
5333,"У якому музеї виставлена картина ""Крик"" Мунка?",uk,test,"# ::snt У якому музеї виставлена картина ""Крик"" Мунка?
(e / exhibit-01
      :ARG0 (m / museum
            :mod (a / amr-unknown))
      :ARG1 (p / picture :name (n / name :op1 ""The"" :op2 ""Scream"")
            :prep-by (p2 / person :name (n2 / name :op1 ""Munch""))))","# ::snt У якому музеї виставлена картина ""Крик"" Мунка?
(e / exhibit-01
      :ARG0 (m / museum
            :mod (a / amr-unknown))
      :ARG1 (p / picture :name (n / name :op1 ""The"" :op2 ""Scream"")
            :prep-by (p2 / person :name (n2 / name :op1 ""Munch""))))",0.19
5334,Kuriame muziejuje eksponuojamas Muncho „Klyksmas“?,lt,test,"# ::snt Kuriame muziejuje eksponuojamas Muncho „Klyksmas“?
(e / exhibit-01
      :ARG0 (m / museum
            :mod (a / amr-unknown))
      :ARG1 (p / picture :name (n / name :op1 ""The"" :op2 ""Scream"")
            :prep-by (p2 / person :name (n2 / name :op1 ""Munch""))))","# ::snt У якім музеі выстаўлены ""Крык"" Мунка?
(e / exhibit-01
      :ARG0 (m / museum
            :mod (a / amr-unknown))
      :ARG1 (p / picture :name (n / name :op1 ""The"" :op2 ""Scream"")
            :prep-by (p2 / person :name (n2 / name :op1 ""Munch""))))",0.14
5335,"У якім музеі выстаўлены ""Крык"" Мунка?",be,test,"# ::snt У якім музеі выстаўлены ""Крык"" Мунка?
(e / exhibit-01
      :ARG0 (m / museum
            :mod (a / amr-unknown))
      :ARG1 (p / picture :name (n / name :op1 ""The"" :op2 ""Scream"")
            :prep-by (p2 / person :name (n2 / name :op1 ""Munch""))))","# ::snt Ниндәй музейында ҡуйылған ""Крик"" Мунок?
(e / exhibit-01
      :ARG0 (m / museum
            :mod (a / amr-unknown))
      :ARG1 (p / picture :name (n / name :op1 ""The"" :op2 ""Scream"")
            :prep-by (p2 / person :name (n2 / name :op1 ""Munch""))))",0.18
5336,When was the De Beers company founded?,en,test,"# ::snt When was the De Beers company founded?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""De"" :op2 ""Beers""))
      :time (a / amr-unknown))","# ::snt When was the De Beers company founded?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""De"" :op2 ""Beers""))
      :time (a / amr-unknown))",0.95
5337,"Ниндәй йылда нигеҙ компания ""Де Бирс""?",ba,test,"# ::snt Ниндәй йылда нигеҙ компания ""Де Бирс""?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""De"" :op2 ""Beers""))
      :time (a / amr-unknown))","# ::snt Wann wurde De Beers gegründet?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""De"" :op2 ""Beers""))
      :time (a / amr-unknown))",0.27
5338,Wann wurde De Beers gegründet?,de,test,"# ::snt Wann wurde De Beers gegründet?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""De"" :op2 ""Beers""))
      :time (a / amr-unknown))","# ::snt Kuriais metais buvo įkurtas „De Beers“?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""De"" :op2 ""Beers""))
      :time (a / amr-unknown))",0.56
5339,"В каком году основана компания ""Де Бирс""?",ru,test,"# ::snt В каком году основана компания ""Де Бирс""?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""De"" :op2 ""Beers""))
      :time (a / amr-unknown))","# ::snt В каком году основана компания ""Де Бирс""?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""De"" :op2 ""Beers""))
      :time (a / amr-unknown))",0.29
5340,Когда была основана компания Де Бирс?,ru,test,"# ::snt Когда была основана компания Де Бирс?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""De"" :op2 ""Beers""))
      :time (a / amr-unknown))","# ::snt Когда была основана компания Де Бирс?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""De"" :op2 ""Beers""))
      :time (a / amr-unknown))",0.15
5341,Когда была основана компания De Beers?,ru,test,"# ::snt Когда была основана компания De Beers?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""De"" :op2 ""Beers""))
      :time (a / amr-unknown))","# ::snt Когда была основана компания De Beers?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""De"" :op2 ""Beers""))
      :time (a / amr-unknown))",0.63
5342,"Коли була заснована компанія ""De Beers""?",uk,test,"# ::snt Коли була заснована компанія ""De Beers""?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""De"" :op2 ""Beers""))
      :time (a / amr-unknown))","# ::snt Коли була заснована компанія ""De Beers""?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""De"" :op2 ""Beers""))
      :time (a / amr-unknown))",0.63
5343,Kuriais metais buvo įkurtas „De Beers“?,lt,test,"# ::snt Kuriais metais buvo įkurtas „De Beers“?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""De"" :op2 ""Beers""))
      :time (a / amr-unknown))","# ::snt У якім годзе заснавана кампанія ""Дэ Бірс""?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""De"" :op2 ""Beers""))
      :time (a / amr-unknown))",0.48
5344,"У якім годзе заснавана кампанія ""Дэ Бірс""?",be,test,"# ::snt У якім годзе заснавана кампанія ""Дэ Бірс""?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""De"" :op2 ""Beers""))
      :time (a / amr-unknown))","# ::snt Ниндәй йылда нигеҙ компания ""Де Бирс""?
(f / found-01
      :ARG1 (c / company :name (n / name :op1 ""De"" :op2 ""Beers""))
      :time (a / amr-unknown))",0.14
5345,Who became president after JFK died?,en,test,"# ::snt Who became president after JFK died?
(b / become-01
      :ARG1 (a / amr-unknown)
      :ARG2 (p3 / person
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p / president)))
      :time (a2 / after
            :op1 (d / die-01
                  :ARG1 (p2 / person :name (n / name :op1 ""JFK"")))))","# ::snt Who became president after JFK died?
(b / become-01
      :ARG1 (a / amr-unknown)
      :ARG2 (p3 / person
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p / president)))
      :time (a2 / after
            :op1 (d / die-01
                  :ARG1 (p2 / person :name (n / name :op1 ""JFK"")))))",0.97
5346,Джон Франклина Кеннединың үлеменән һуң кем президент булған?,ba,test,"# ::snt Джон Франклина Кеннединың үлеменән һуң кем президент булған?
(b / become-01
      :ARG1 (a / amr-unknown)
      :ARG2 (p3 / person
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p / president)))
      :time (a2 / after
            :op1 (d / die-01
                  :ARG1 (p2 / person :name (n / name :op1 ""JFK"")))))","# ::snt Wer wurde Präsident, nachdem JFK starb?
(b / become-01
      :ARG1 (a / amr-unknown)
      :ARG2 (p3 / person
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p / president)))
      :time (a2 / after
            :op1 (d / die-01
                  :ARG1 (p2 / person :name (n / name :op1 ""JFK"")))))",0.17
5347,"Wer wurde Präsident, nachdem JFK starb?",de,test,"# ::snt Wer wurde Präsident, nachdem JFK starb?
(b / become-01
      :ARG1 (a / amr-unknown)
      :ARG2 (p3 / person
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p / president)))
      :time (a2 / after
            :op1 (d / die-01
                  :ARG1 (p2 / person :name (n / name :op1 ""JFK"")))))","# ::snt Kas tapo prezidentu po Johno Franklino Kennedy mirties?
(b / become-01
      :ARG1 (a / amr-unknown)
      :ARG2 (p3 / person
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p / president)))
      :time (a2 / after
            :op1 (d / die-01
                  :ARG1 (p2 / person :name (n / name :op1 ""JFK"")))))",0.62
5348,Кто стал президентом после смерти Джона Франклина Кеннеди?,ru,test,"# ::snt Кто стал президентом после смерти Джона Франклина Кеннеди?
(b / become-01
      :ARG1 (a / amr-unknown)
      :ARG2 (p3 / person
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p / president)))
      :time (a2 / after
            :op1 (d / die-01
                  :ARG1 (p2 / person :name (n / name :op1 ""JFK"")))))","# ::snt Кто стал президентом после смерти Джона Франклина Кеннеди?
(b / become-01
      :ARG1 (a / amr-unknown)
      :ARG2 (p3 / person
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p / president)))
      :time (a2 / after
            :op1 (d / die-01
                  :ARG1 (p2 / person :name (n / name :op1 ""JFK"")))))",0.08
5349,Кто стал президентом после смерти Джона Кеннеди?,ru,test,"# ::snt Кто стал президентом после смерти Джона Кеннеди?
(b / become-01
      :ARG1 (a / amr-unknown)
      :ARG2 (p3 / person
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p / president)))
      :time (a2 / after
            :op1 (d / die-01
                  :ARG1 (p2 / person :name (n / name :op1 ""JFK"")))))","# ::snt Кто стал президентом после смерти Джона Кеннеди?
(b / become-01
      :ARG1 (a / amr-unknown)
      :ARG2 (p3 / person
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p / president)))
      :time (a2 / after
            :op1 (d / die-01
                  :ARG1 (p2 / person :name (n / name :op1 ""JFK"")))))",0.08
5350,Кто стал президентом после Джона Кеннеди?,ru,test,"# ::snt Кто стал президентом после Джона Кеннеди?
(b / become-01
      :ARG1 (a / amr-unknown)
      :ARG2 (p3 / person
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p / president)))
      :time (a2 / after
            :op1 (d / die-01
                  :ARG1 (p2 / person :name (n / name :op1 ""JFK"")))))","# ::snt Кто стал президентом после Джона Кеннеди?
(b / become-01
      :ARG1 (a / amr-unknown)
      :ARG2 (p3 / person
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p / president)))
      :time (a2 / after
            :op1 (d / die-01
                  :ARG1 (p2 / person :name (n / name :op1 ""JFK"")))))",0.08
5351,Хто став президентом після смерті Джона Ф.Кеннеді?,uk,test,"# ::snt Хто став президентом після смерті Джона Ф.Кеннеді?
(b / become-01
      :ARG1 (a / amr-unknown)
      :ARG2 (p3 / person
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p / president)))
      :time (a2 / after
            :op1 (d / die-01
                  :ARG1 (p2 / person :name (n / name :op1 ""JFK"")))))","# ::snt Хто став президентом після смерті Джона Ф.Кеннеді?
(b / become-01
      :ARG1 (a / amr-unknown)
      :ARG2 (p3 / person
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p / president)))
      :time (a2 / after
            :op1 (d / die-01
                  :ARG1 (p2 / person :name (n / name :op1 ""JFK"")))))",0.1
5352,Kas tapo prezidentu po Johno Franklino Kennedy mirties?,lt,test,"# ::snt Kas tapo prezidentu po Johno Franklino Kennedy mirties?
(b / become-01
      :ARG1 (a / amr-unknown)
      :ARG2 (p3 / person
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p / president)))
      :time (a2 / after
            :op1 (d / die-01
                  :ARG1 (p2 / person :name (n / name :op1 ""JFK"")))))","# ::snt Хто стаў прэзідэнтам пасля смерці Джона Франкліна Кэнэдзі?
(b / become-01
      :ARG1 (a / amr-unknown)
      :ARG2 (p3 / person
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p / president)))
      :time (a2 / after
            :op1 (d / die-01
                  :ARG1 (p2 / person :name (n / name :op1 ""JFK"")))))",0.35
5353,Хто стаў прэзідэнтам пасля смерці Джона Франкліна Кэнэдзі?,be,test,"# ::snt Хто стаў прэзідэнтам пасля смерці Джона Франкліна Кэнэдзі?
(b / become-01
      :ARG1 (a / amr-unknown)
      :ARG2 (p3 / person
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p / president)))
      :time (a2 / after
            :op1 (d / die-01
                  :ARG1 (p2 / person :name (n / name :op1 ""JFK"")))))","# ::snt Джон Франклина Кеннединың үлеменән һуң кем президент булған?
(b / become-01
      :ARG1 (a / amr-unknown)
      :ARG2 (p3 / person
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p / president)))
      :time (a2 / after
            :op1 (d / die-01
                  :ARG1 (p2 / person :name (n / name :op1 ""JFK"")))))",0.09
5354,Who are the parents of the wife of Juan Carlos I?,en,test,"# ::snt Who are the parents of the wife of Juan Carlos I?
(h / have-rel-role-91
      :ARG0 (a / amr-unknown)
      :ARG1 (p2 / person
            :ARG0-of (h2 / have-rel-role-91
                  :ARG1 (p4 / person :name (n2 / name :op1 ""Juan"" :op2 ""Carlos"" :op3 ""I""))
                  :ARG2 (w / wife)))
      :ARG2 (p3 / parent))","# ::snt Who are the parents of the wife of Juan Carlos I?
(h / have-rel-role-91
      :ARG0 (a / amr-unknown)
      :ARG1 (p2 / person
            :ARG0-of (h2 / have-rel-role-91
                  :ARG1 (p4 / person :name (n2 / name :op1 ""Juan"" :op2 ""Carlos"" :op3 ""I""))
                  :ARG2 (w / wife)))
      :ARG2 (p3 / parent))",0.93
5355,Хуан Карлос I ҡыҙҙың ата-әсәһе кем булған?,ba,test,"# ::snt Хуан Карлос I ҡыҙҙың ата-әсәһе кем булған?
(h / have-rel-role-91
      :ARG0 (a / amr-unknown)
      :ARG1 (p2 / person
            :ARG0-of (h2 / have-rel-role-91
                  :ARG1 (p4 / person :name (n2 / name :op1 ""Juan"" :op2 ""Carlos"" :op3 ""I""))
                  :ARG2 (w / wife)))
      :ARG2 (p3 / parent))","# ::snt Wer sind die Eltern der Ehefrau von Juan Carlos I?
(h / have-rel-role-91
      :ARG0 (a / amr-unknown)
      :ARG1 (p2 / person
            :ARG0-of (h2 / have-rel-role-91
                  :ARG1 (p4 / person :name (n2 / name :op1 ""Juan"" :op2 ""Carlos"" :op3 ""I""))
                  :ARG2 (w / wife)))
      :ARG2 (p3 / parent))",0.15
5356,Wer sind die Eltern der Ehefrau von Juan Carlos I?,de,test,"# ::snt Wer sind die Eltern der Ehefrau von Juan Carlos I?
(h / have-rel-role-91
      :ARG0 (a / amr-unknown)
      :ARG1 (p2 / person
            :ARG0-of (h2 / have-rel-role-91
                  :ARG1 (p4 / person :name (n2 / name :op1 ""Juan"" :op2 ""Carlos"" :op3 ""I""))
                  :ARG2 (w / wife)))
      :ARG2 (p3 / parent))","# ::snt Kas yra Chuano Karloso I žmonos tėvai?
(h / have-rel-role-91
      :ARG0 (a / amr-unknown)
      :ARG1 (p2 / person
            :ARG0-of (h2 / have-rel-role-91
                  :ARG1 (p4 / person :name (n2 / name :op1 ""Juan"" :op2 ""Carlos"" :op3 ""I""))
                  :ARG2 (w / wife)))
      :ARG2 (p3 / parent))",0.38
5357,Кто является родителями жены Хуана Карлоса I?,ru,test,"# ::snt Кто является родителями жены Хуана Карлоса I?
(h / have-rel-role-91
      :ARG0 (a / amr-unknown)
      :ARG1 (p2 / person
            :ARG0-of (h2 / have-rel-role-91
                  :ARG1 (p4 / person :name (n2 / name :op1 ""Juan"" :op2 ""Carlos"" :op3 ""I""))
                  :ARG2 (w / wife)))
      :ARG2 (p3 / parent))","# ::snt Кто является родителями жены Хуана Карлоса I?
(h / have-rel-role-91
      :ARG0 (a / amr-unknown)
      :ARG1 (p2 / person
            :ARG0-of (h2 / have-rel-role-91
                  :ARG1 (p4 / person :name (n2 / name :op1 ""Juan"" :op2 ""Carlos"" :op3 ""I""))
                  :ARG2 (w / wife)))
      :ARG2 (p3 / parent))",0.09
5358,Хто є батьками дружини Хуана Карлоса І?,uk,test,"# ::snt Хто є батьками дружини Хуана Карлоса І?
(h / have-rel-role-91
      :ARG0 (a / amr-unknown)
      :ARG1 (p2 / person
            :ARG0-of (h2 / have-rel-role-91
                  :ARG1 (p4 / person :name (n2 / name :op1 ""Juan"" :op2 ""Carlos"" :op3 ""I""))
                  :ARG2 (w / wife)))
      :ARG2 (p3 / parent))","# ::snt Хто є батьками дружини Хуана Карлоса І?
(h / have-rel-role-91
      :ARG0 (a / amr-unknown)
      :ARG1 (p2 / person
            :ARG0-of (h2 / have-rel-role-91
                  :ARG1 (p4 / person :name (n2 / name :op1 ""Juan"" :op2 ""Carlos"" :op3 ""I""))
                  :ARG2 (w / wife)))
      :ARG2 (p3 / parent))",0.09
5359,Kas yra Chuano Karloso I žmonos tėvai?,lt,test,"# ::snt Kas yra Chuano Karloso I žmonos tėvai?
(h / have-rel-role-91
      :ARG0 (a / amr-unknown)
      :ARG1 (p2 / person
            :ARG0-of (h2 / have-rel-role-91
                  :ARG1 (p4 / person :name (n2 / name :op1 ""Juan"" :op2 ""Carlos"" :op3 ""I""))
                  :ARG2 (w / wife)))
      :ARG2 (p3 / parent))","# ::snt Хто з'яўляецца бацькамі жонкі Хуана Карласа I?
(h / have-rel-role-91
      :ARG0 (a / amr-unknown)
      :ARG1 (p2 / person
            :ARG0-of (h2 / have-rel-role-91
                  :ARG1 (p4 / person :name (n2 / name :op1 ""Juan"" :op2 ""Carlos"" :op3 ""I""))
                  :ARG2 (w / wife)))
      :ARG2 (p3 / parent))",0.33
5360,Хто з'яўляецца бацькамі жонкі Хуана Карласа I?,be,test,"# ::snt Хто з'яўляецца бацькамі жонкі Хуана Карласа I?
(h / have-rel-role-91
      :ARG0 (a / amr-unknown)
      :ARG1 (p2 / person
            :ARG0-of (h2 / have-rel-role-91
                  :ARG1 (p4 / person :name (n2 / name :op1 ""Juan"" :op2 ""Carlos"" :op3 ""I""))
                  :ARG2 (w / wife)))
      :ARG2 (p3 / parent))","# ::snt Хуан Карлос I ҡыҙҙың ата-әсәһе кем булған?
(h / have-rel-role-91
      :ARG0 (a / amr-unknown)
      :ARG1 (p2 / person
            :ARG0-of (h2 / have-rel-role-91
                  :ARG1 (p4 / person :name (n2 / name :op1 ""Juan"" :op2 ""Carlos"" :op3 ""I""))
                  :ARG2 (w / wife)))
      :ARG2 (p3 / parent))",0.17
5361,Who is the novelist of the work a song of ice and fire?,en,test,"# ::snt Who is the novelist of the work a song of ice and fire?
(n / novelist
      :ARG0-of (w / work-12
            :ARG1 (b / book :name (n2 / name :op1 ""song"" :op2 ""of"" :op3 ""ice"" :op4 ""and"" :op5 ""fire"")))
      :domain (a / amr-unknown))","# ::snt Who is the novelist of the work a song of ice and fire?
(n / novelist
      :ARG0-of (w / work-12
            :ARG1 (b / book :name (n2 / name :op1 ""song"" :op2 ""of"" :op3 ""ice"" :op4 ""and"" :op5 ""fire"")))
      :domain (a / amr-unknown))",0.3
5362,"Кем әҫәрҙәр авторы була, «боҙ һәм ялҡын йыры»?",ba,test,"# ::snt Кем әҫәрҙәр авторы була, «боҙ һәм ялҡын йыры»?
(n / novelist
      :ARG0-of (w / work-12
            :ARG1 (b / book :name (n2 / name :op1 ""song"" :op2 ""of"" :op3 ""ice"" :op4 ""and"" :op5 ""fire"")))
      :domain (a / amr-unknown))","# ::snt Wer ist der Autor von Das Lied von Feuer und Eis?
(n / novelist
      :ARG0-of (w / work-12
            :ARG1 (b / book :name (n2 / name :op1 ""song"" :op2 ""of"" :op3 ""ice"" :op4 ""and"" :op5 ""fire"")))
      :domain (a / amr-unknown))",0.09
5363,Wer ist der Autor von Das Lied von Feuer und Eis?,de,test,"# ::snt Wer ist der Autor von Das Lied von Feuer und Eis?
(n / novelist
      :ARG0-of (w / work-12
            :ARG1 (b / book :name (n2 / name :op1 ""song"" :op2 ""of"" :op3 ""ice"" :op4 ""and"" :op5 ""fire"")))
      :domain (a / amr-unknown))","# ::snt Kas yra Ledo ir ugnies dainos autorius?
(n / novelist
      :ARG0-of (w / work-12
            :ARG1 (b / book :name (n2 / name :op1 ""song"" :op2 ""of"" :op3 ""ice"" :op4 ""and"" :op5 ""fire"")))
      :domain (a / amr-unknown))",0.33
5364,Кто является автором произведения «Песнь льда и пламени»?,ru,test,"# ::snt Кто является автором произведения «Песнь льда и пламени»?
(n / novelist
      :ARG0-of (w / work-12
            :ARG1 (b / book :name (n2 / name :op1 ""song"" :op2 ""of"" :op3 ""ice"" :op4 ""and"" :op5 ""fire"")))
      :domain (a / amr-unknown))","# ::snt Кто является автором произведения «Песнь льда и пламени»?
(n / novelist
      :ARG0-of (w / work-12
            :ARG1 (b / book :name (n2 / name :op1 ""song"" :op2 ""of"" :op3 ""ice"" :op4 ""and"" :op5 ""fire"")))
      :domain (a / amr-unknown))",0.11
5365,"Кто является автором ""Песни льда и пламени""?",ru,test,"# ::snt Кто является автором ""Песни льда и пламени""?
(n / novelist
      :ARG0-of (w / work-12
            :ARG1 (b / book :name (n2 / name :op1 ""song"" :op2 ""of"" :op3 ""ice"" :op4 ""and"" :op5 ""fire"")))
      :domain (a / amr-unknown))","# ::snt Кто является автором ""Песни льда и пламени""?
(n / novelist
      :ARG0-of (w / work-12
            :ARG1 (b / book :name (n2 / name :op1 ""song"" :op2 ""of"" :op3 ""ice"" :op4 ""and"" :op5 ""fire"")))
      :domain (a / amr-unknown))",0.07
5366,"Хто є автором серії романів ""Пісня льоду й полум'я""?",uk,test,"# ::snt Хто є автором серії романів ""Пісня льоду й полум'я""?
(n / novelist
      :ARG0-of (w / work-12
            :ARG1 (b / book :name (n2 / name :op1 ""song"" :op2 ""of"" :op3 ""ice"" :op4 ""and"" :op5 ""fire"")))
      :domain (a / amr-unknown))","# ::snt Хто є автором серії романів ""Пісня льоду й полум'я""?
(n / novelist
      :ARG0-of (w / work-12
            :ARG1 (b / book :name (n2 / name :op1 ""song"" :op2 ""of"" :op3 ""ice"" :op4 ""and"" :op5 ""fire"")))
      :domain (a / amr-unknown))",0.17
5367,Kas yra Ledo ir ugnies dainos autorius?,lt,test,"# ::snt Kas yra Ledo ir ugnies dainos autorius?
(n / novelist
      :ARG0-of (w / work-12
            :ARG1 (b / book :name (n2 / name :op1 ""song"" :op2 ""of"" :op3 ""ice"" :op4 ""and"" :op5 ""fire"")))
      :domain (a / amr-unknown))","# ::snt Хто з'яўляецца аўтарам твора “Песня лёду і полымя”?
(n / novelist
      :ARG0-of (w / work-12
            :ARG1 (b / book :name (n2 / name :op1 ""song"" :op2 ""of"" :op3 ""ice"" :op4 ""and"" :op5 ""fire"")))
      :domain (a / amr-unknown))",0.18
5368,Хто з'яўляецца аўтарам твора “Песня лёду і полымя”?,be,test,"# ::snt Хто з'яўляецца аўтарам твора “Песня лёду і полымя”?
(n / novelist
      :ARG0-of (w / work-12
            :ARG1 (b / book :name (n2 / name :op1 ""song"" :op2 ""of"" :op3 ""ice"" :op4 ""and"" :op5 ""fire"")))
      :domain (a / amr-unknown))","# ::snt Кем әҫәрҙәр авторы була, «боҙ һәм ялҡын йыры»?
(n / novelist
      :ARG0-of (w / work-12
            :ARG1 (b / book :name (n2 / name :op1 ""song"" :op2 ""of"" :op3 ""ice"" :op4 ""and"" :op5 ""fire"")))
      :domain (a / amr-unknown))",0.17
5369,In which studio did the Beatles record their first album?,en,test,"# ::snt In which studio did the Beatles record their first album?
(r / record-01
      :ARG0 (t / team :name (n / name :op1 ""Beatles""))
      :ARG1 (a / album
            :ord (o / ordinal-entity :value 1)
            :poss t)
      :location (s / studio
            :mod (a2 / amr-unknown)))","# ::snt In which studio did the Beatles record their first album?
(r / record-01
      :ARG0 (t / team :name (n / name :op1 ""Beatles""))
      :ARG1 (a / album
            :ord (o / ordinal-entity :value 1)
            :poss t)
      :location (s / studio
            :mod (a2 / amr-unknown)))",0.83
5370,Тәүге альбомын яҙҙырып студияһы Beatles ниндәй?,ba,test,"# ::snt Тәүге альбомын яҙҙырып студияһы Beatles ниндәй?
(r / record-01
      :ARG0 (t / team :name (n / name :op1 ""Beatles""))
      :ARG1 (a / album
            :ord (o / ordinal-entity :value 1)
            :poss t)
      :location (s / studio
            :mod (a2 / amr-unknown)))","# ::snt In welchem Studio haben die Beatles ihr erstes Album aufgenommen?
(r / record-01
      :ARG0 (t / team :name (n / name :op1 ""Beatles""))
      :ARG1 (a / album
            :ord (o / ordinal-entity :value 1)
            :poss t)
      :location (s / studio
            :mod (a2 / amr-unknown)))",0.23
5371,In welchem Studio haben die Beatles ihr erstes Album aufgenommen?,de,test,"# ::snt In welchem Studio haben die Beatles ihr erstes Album aufgenommen?
(r / record-01
      :ARG0 (t / team :name (n / name :op1 ""Beatles""))
      :ARG1 (a / album
            :ord (o / ordinal-entity :value 1)
            :poss t)
      :location (s / studio
            :mod (a2 / amr-unknown)))","# ::snt Kur „The Beatles“ įrašė savo pirmąjį albumą?
(r / record-01
      :ARG0 (t / team :name (n / name :op1 ""Beatles""))
      :ARG1 (a / album
            :ord (o / ordinal-entity :value 1)
            :poss t)
      :location (s / studio
            :mod (a2 / amr-unknown)))",0.54
5372,В какой студии Beatles записали первый альбом?,ru,test,"# ::snt В какой студии Beatles записали первый альбом?
(r / record-01
      :ARG0 (t / team :name (n / name :op1 ""Beatles""))
      :ARG1 (a / album
            :ord (o / ordinal-entity :value 1)
            :poss t)
      :location (s / studio
            :mod (a2 / amr-unknown)))","# ::snt В какой студии Beatles записали первый альбом?
(r / record-01
      :ARG0 (t / team :name (n / name :op1 ""Beatles""))
      :ARG1 (a / album
            :ord (o / ordinal-entity :value 1)
            :poss t)
      :location (s / studio
            :mod (a2 / amr-unknown)))",0.29
5373,В какой студии Битлз записали их первый альбом?,ru,test,"# ::snt В какой студии Битлз записали их первый альбом?
(r / record-01
      :ARG0 (t / team :name (n / name :op1 ""Beatles""))
      :ARG1 (a / album
            :ord (o / ordinal-entity :value 1)
            :poss t)
      :location (s / studio
            :mod (a2 / amr-unknown)))","# ::snt В какой студии Битлз записали их первый альбом?
(r / record-01
      :ARG0 (t / team :name (n / name :op1 ""Beatles""))
      :ARG1 (a / album
            :ord (o / ordinal-entity :value 1)
            :poss t)
      :location (s / studio
            :mod (a2 / amr-unknown)))",0.11
5374,У якій студії The Beatles записали свій перший альбом?,uk,test,"# ::snt У якій студії The Beatles записали свій перший альбом?
(r / record-01
      :ARG0 (t / team :name (n / name :op1 ""Beatles""))
      :ARG1 (a / album
            :ord (o / ordinal-entity :value 1)
            :poss t)
      :location (s / studio
            :mod (a2 / amr-unknown)))","# ::snt У якій студії The Beatles записали свій перший альбом?
(r / record-01
      :ARG0 (t / team :name (n / name :op1 ""Beatles""))
      :ARG1 (a / album
            :ord (o / ordinal-entity :value 1)
            :poss t)
      :location (s / studio
            :mod (a2 / amr-unknown)))",0.29
5375,Kur „The Beatles“ įrašė savo pirmąjį albumą?,lt,test,"# ::snt Kur „The Beatles“ įrašė savo pirmąjį albumą?
(r / record-01
      :ARG0 (t / team :name (n / name :op1 ""Beatles""))
      :ARG1 (a / album
            :ord (o / ordinal-entity :value 1)
            :poss t)
      :location (s / studio
            :mod (a2 / amr-unknown)))","# ::snt У якой студыі Beatles запісалі першы альбом?
(r / record-01
      :ARG0 (t / team :name (n / name :op1 ""Beatles""))
      :ARG1 (a / album
            :ord (o / ordinal-entity :value 1)
            :poss t)
      :location (s / studio
            :mod (a2 / amr-unknown)))",0.25
5376,У якой студыі Beatles запісалі першы альбом?,be,test,"# ::snt У якой студыі Beatles запісалі першы альбом?
(r / record-01
      :ARG0 (t / team :name (n / name :op1 ""Beatles""))
      :ARG1 (a / album
            :ord (o / ordinal-entity :value 1)
            :poss t)
      :location (s / studio
            :mod (a2 / amr-unknown)))","# ::snt Тәүге альбомын яҙҙырып студияһы Beatles ниндәй?
(r / record-01
      :ARG0 (t / team :name (n / name :op1 ""Beatles""))
      :ARG1 (a / album
            :ord (o / ordinal-entity :value 1)
            :poss t)
      :location (s / studio
            :mod (a2 / amr-unknown)))",0.29
